No.	NAME	nCL	C%	X%	SpMAD_L	SpDiam_B(m)	ChiA_B(v)	SpMax_B(v)	SpDiam_B(v)	SpMAD_B(v)	SM6_B(v)	ChiA_B(e)	SpMax_B(e)	SpDiam_B(e)	SpMAD_B(e)	ChiA_B(p)	SpMax_B(p)	SpDiam_B(p)	SpMAD_B(p)	SM5_B(p)	SM6_B(p)	ChiA_B(i)	SpMax_B(i)	SpDiam_B(i)	ATS4e	ATS4i	ATS4s	MATS2m	MATS1v	MATS2v	MATS3v	MATS2e	MATS1p	MATS3p	MATS1i	MATS2i	MATS3i	MATS2s	GATS4m	GATS3v	GATS4e	GATS3p	GATS1i	GATS3i	GATS4s	SpMax1_Bh(v)	SpMax1_Bh(p)	SpMax1_Bh(i)	SpMin1_Bh(m)	SpMin1_Bh(v)	SpMin1_Bh(e)	SpMin1_Bh(p)	SpMin1_Bh(i)	P_VSA_LogP_6	P_VSA_m_4	P_VSA_ppp_P	P_VSA_ppp_con	Eta_betaP	Eta_betaP_A	Eta_beta_A	Eta_F_A	Eta_sh_y	SpMax_EA(bo)	SpDiam_EA(bo)	SpMAD_EA(bo)	SpMAD_EA(dm)	SpMax_EA(ri)	SpDiam_EA(ri)	SpMAD_EA(ri)	SpMax_AEA(bo)	SpMAD_AEA(bo)	SpMax_AEA(ri)	SM03_EA	SM05_EA	SM09_EA	SM03_EA(ed)	SM03_EA(bo)	SM04_EA(bo)	SM05_EA(bo)	SM07_EA(bo)	SM08_EA(bo)	SM09_EA(bo)	SM10_EA(bo)	SM11_EA(bo)	SM12_EA(bo)	SM13_EA(bo)	SM14_EA(bo)	SM15_EA(bo)	SM03_EA(dm)	SM05_EA(dm)	SM07_EA(dm)	SM09_EA(dm)	SM11_EA(dm)	SM13_EA(dm)	SM15_EA(dm)	SM03_EA(ri)	SM04_EA(ri)	SM05_EA(ri)	SM06_EA(ri)	SM08_EA(ri)	SM09_EA(ri)	SM10_EA(ri)	SM11_EA(ri)	SM12_EA(ri)	SM13_EA(ri)	SM14_EA(ri)	SM15_EA(ri)	SM04_AEA(bo)	SM05_AEA(bo)	SM06_AEA(bo)	SM07_AEA(bo)	SM08_AEA(bo)	SM11_AEA(ri)	Eig01_EA(bo)	Eig05_EA(dm)	Eig01_EA(ri)	Eig01_AEA(bo)	Eig01_AEA(ri)	SpPosA_RG	SpMAD_RG	WiA_G/D	Chi_G/D	TDB04u	TDB02m	TDB03m	TDB01e	TDB02e	TDB04e	TDB01i	TDB02i	TDB03i	TDB04i	Mor23m	Mor24m	Mor13p	G2v	G2e	G2p	G2i	HATS3u	HATS4u	HATS3m	HATS0v	HATS2v	HATS3v	HATS4v	HATS0e	HATS2e	HATS3e	HATS4e	HATS2p	HATS3p	HATS4p	HATSp	HATS2i	HATS3i	HATS4i	HATS3s	HATS4s	R3m	R2m+	R3m+	R4v	R3v+	R3e+	R2p+	R3p+	R4s	R4s+	nCconj	nR=Ct	nR=CX2	C-017	C-018	C-020	H-048	NdssC	NsCl	CATS2D_03_AL	B02[C-C]	B02[Cl-Cl]	B03[Cl-Cl]	F02[Cl-Cl]	F03[Cl-Cl]	Ui	Molecule	U	V
33	*****	0	38.5	0.0	1.456	4.944	0.283	3.555	5.019	1.562	7.803	0.269	3.704	4.944	1.560	0.289	3.508	5.066	1.576	6.500	7.709	0.269	3.711	4.938	3.010	3.170	4.804	0.221	-0.121	0.233	-0.311	0.141	-0.250	-0.428	-0.512	0.254	-0.259	0.054	2.013	1.186	1.821	1.353	1.682	1.163	1.943	3.705	3.676	3.888	1.677	1.715	1.500	1.743	1.478	0.000	0.000	0.000	78.652	4.500	0.562	1.219	0.692	0.393	3.509	5.968	1.827	0.537	2.871	4.703	1.452	4.212	1.572	3.925	2.944	5.303	9.715	6.176	3.434	5.509	6.155	8.735	10.145	11.274	12.601	13.797	15.087	16.314	17.586	18.828	0.325	0.931	1.621	2.316	2.996	3.659	4.307	2.909	4.642	5.198	6.495	8.502	9.484	10.572	11.598	12.665	13.709	14.769	15.819	6.174	7.502	8.860	10.239	11.633	3.509	3.509	0.000	2.871	4.212	3.925	0.422	0.845	1.082	0.969	3.979	1.521	1.751	1.341	2.396	4.490	1.472	2.799	3.943	5.302	0.044	0.074	0.086	0.269	0.269	0.213	0.213	0.619	1.384	0.247	0.185	0.144	0.217	0.311	1.202	0.794	0.681	1.661	0.190	0.211	0.314	2.104	1.197	0.799	1.933	3.491	11.106	0.495	0.094	0.072	0.278	0.039	0.123	0.053	0.029	9.158	2.944	4	0	0	0	0	0	0	2	0	2	1	0	0	0	0	2.000	citraconimide,N-metyl	-2.77	0.59
34	*****	0	36.4	0.0	1.214	4.337	0.325	3.131	4.333	1.412	6.988	0.315	3.212	4.337	1.414	0.331	3.110	4.365	1.424	5.831	6.931	0.317	3.192	4.328	2.388	2.663	3.526	-0.167	-0.152	-0.215	-0.069	-0.053	-0.174	-0.120	-0.175	-0.214	-0.131	-0.055	0.923	0.955	1.057	0.981	1.375	0.982	1.051	3.524	3.529	3.701	1.866	1.825	1.642	1.806	1.597	0.000	0.000	0.000	55.522	3.000	0.600	1.050	0.478	0.000	2.288	4.576	1.581	0.000	1.663	3.326	1.161	3.194	1.244	2.649	0.000	0.000	0.000	0.000	0.000	4.043	0.000	0.000	7.317	0.000	8.971	0.000	10.627	0.000	12.282	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	2.814	-0.000	3.773	4.772	-0.000	5.784	-0.000	6.799	-0.000	7.816	-0.000	4.890	5.984	7.097	8.223	9.358	2.288	2.288	0.000	1.663	3.194	2.649	0.437	0.873	1.043	0.919	3.787	0.654	0.745	1.211	2.106	3.808	1.371	2.625	3.836	4.971	0.065	-0.009	0.034	0.374	0.224	0.224	0.224	0.811	0.856	0.044	0.154	0.116	0.104	0.128	1.229	0.929	0.763	0.813	0.184	0.160	0.185	1.768	1.415	1.146	1.188	1.587	1.911	0.099	0.060	0.032	0.126	0.026	0.146	0.053	0.026	1.877	0.518	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1.585	Crotonaldehyde.mol2	-2.33	-1.17
35	*****	0	35.0	0.0	1.383	5.182	0.300	3.544	5.178	1.380	7.902	0.285	3.650	5.182	1.382	0.308	3.511	5.206	1.401	6.620	7.819	0.288	3.625	5.173	3.604	3.715	5.339	0.274	-0.132	0.281	-0.021	0.126	-0.232	-0.156	-0.249	0.197	-0.191	0.101	1.285	1.023	1.267	1.245	1.540	1.299	1.364	3.674	3.660	3.810	1.890	1.886	1.730	1.895	1.711	0.000	0.000	0.000	75.276	4.500	0.450	1.000	0.685	0.333	3.649	6.051	1.740	0.656	2.920	4.693	1.356	4.256	1.409	3.907	2.944	5.252	9.566	6.271	3.611	5.624	6.399	9.039	10.433	11.643	12.977	14.236	15.547	16.827	18.128	19.416	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.994	4.687	5.306	6.582	8.631	9.644	10.738	11.789	12.869	13.933	15.007	16.076	6.217	7.559	8.930	10.320	11.725	3.649	3.649	0.000	2.920	4.256	3.907	0.423	0.846	0.995	0.966	3.868	1.096	1.746	1.294	2.250	4.307	1.415	2.676	3.746	4.807	0.203	0.007	-0.075	0.188	0.250	0.188	0.188	0.346	0.335	0.098	0.129	0.096	0.097	0.138	0.641	0.569	0.402	0.402	0.126	0.091	0.121	2.163	0.841	0.479	0.433	2.082	3.325	0.354	0.104	0.050	0.331	0.029	0.121	0.036	0.029	6.791	1.996	4	1	0	1	0	0	0	3	0	3	1	0	0	0	0	2.000	Crotonate,a-acetyl,methyl.mol2	-2.74	0.43
36	*****	1	33.3	5.6	1.358	5.202	0.311	3.436	4.957	1.352	7.663	0.298	3.555	4.958	1.352	0.317	3.418	5.003	1.376	6.448	7.617	0.301	3.522	4.948	3.193	3.313	4.592	0.171	-0.127	0.111	0.246	0.163	-0.189	0.077	-0.294	-0.094	0.117	0.158	1.721	0.687	1.753	0.878	1.613	0.764	2.034	3.583	3.581	3.733	1.829	1.826	1.639	1.827	1.617	0.000	39.149	0.000	45.313	3.000	0.333	0.889	0.503	0.228	3.401	5.742	1.607	0.419	2.427	4.136	1.159	4.061	1.333	3.618	2.565	4.796	8.896	5.666	3.219	5.283	5.943	8.491	9.860	10.981	12.269	13.447	14.700	15.904	17.141	18.356	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.215	3.960	4.222	5.498	7.173	7.933	8.903	9.731	10.658	11.516	12.422	13.296	5.911	7.220	8.559	9.917	11.288	3.401	3.401	0.000	2.427	4.061	3.618	0.409	0.818	1.047	0.918	3.954	1.410	2.246	1.332	2.295	4.360	1.447	2.706	3.896	4.905	-0.020	0.052	0.280	0.193	0.193	0.193	0.193	0.710	0.399	0.289	0.148	0.093	0.133	0.128	0.707	0.579	0.698	0.479	0.145	0.173	0.156	2.418	0.877	1.011	0.547	2.453	2.294	0.581	0.113	0.206	0.235	0.051	0.106	0.047	0.058	3.907	0.597	3	0	0	0	0	0	0	2	1	4	1	0	0	0	0	1.585	Crotonate,a-chloro,ethyl.mol2	-2.38	-0.71
37	*****	0	33.3	0.0	1.296	4.706	0.321	3.282	4.701	1.329	7.419	0.307	3.436	4.706	1.333	0.328	3.237	4.743	1.355	6.216	7.333	0.309	3.401	4.693	3.141	3.322	4.454	0.084	-0.162	-0.071	0.160	0.235	-0.275	0.141	-0.295	-0.143	0.124	0.209	1.242	0.735	1.546	0.738	1.627	0.761	1.900	3.552	3.545	3.735	1.866	1.846	1.650	1.846	1.615	0.000	0.000	0.000	51.289	3.000	0.375	0.906	0.506	0.136	2.981	5.276	1.575	0.478	2.283	3.990	1.214	3.736	1.330	3.339	1.946	3.932	7.630	4.691	2.565	4.844	5.081	7.444	8.879	9.720	11.003	11.953	13.154	14.165	15.319	16.364	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	1.911	3.765	3.810	5.183	6.723	7.343	8.318	9.035	9.940	10.708	11.576	12.370	5.591	6.813	8.066	9.338	10.623	2.981	2.981	0.000	2.283	3.736	3.339	0.434	0.868	1.025	0.936	3.872	0.841	0.954	1.261	2.189	4.067	1.405	2.665	3.819	4.841	0.074	0.030	0.038	0.193	0.266	0.230	0.266	0.708	0.343	0.045	0.094	0.085	0.079	0.084	0.687	0.606	0.651	0.384	0.139	0.124	0.083	1.866	0.928	1.014	0.475	1.150	1.892	0.174	0.037	0.051	0.176	0.027	0.109	0.030	0.018	3.352	0.645	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1.585	Crotonate,ethyl.mol2	-1.96	-1.43
38	*****	0	33.3	0.0	1.294	4.675	0.313	3.271	4.670	1.326	7.280	0.296	3.415	4.675	1.333	0.322	3.229	4.711	1.371	6.049	7.195	0.299	3.381	4.662	2.600	2.833	3.932	0.134	-0.066	-0.160	-0.130	0.381	-0.046	-0.151	-0.045	-0.249	-0.157	0.384	0.927	1.031	1.061	1.031	1.313	1.031	1.028	3.530	3.527	3.703	1.852	1.818	1.634	1.810	1.596	0.000	0.000	0.000	45.007	3.000	0.500	1.000	0.545	0.187	2.895	5.188	1.724	0.575	2.201	3.887	1.279	3.651	1.388	3.220	1.946	3.714	7.071	4.290	2.565	4.673	4.949	7.225	8.654	9.437	10.724	11.613	12.816	13.770	14.920	15.915	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.911	3.542	3.664	4.938	6.427	7.004	7.956	8.622	9.505	10.222	11.066	11.813	5.421	6.650	7.898	9.158	10.428	2.895	2.895	-1.437	2.201	3.651	3.220	0.449	0.898	1.041	0.922	3.831	1.041	0.931	1.278	2.236	4.013	1.401	2.630	3.817	5.036	0.005	0.011	0.007	0.218	0.281	0.281	0.218	0.754	0.712	0.057	0.157	0.123	0.105	0.115	1.209	0.884	0.752	0.706	0.170	0.141	0.147	1.702	1.314	1.076	1.000	2.157	2.080	0.147	0.198	0.044	0.143	0.024	0.156	0.053	0.023	2.604	0.758	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1.585	Crotonicacid.mol2	-2.03	1.30
39	*****	0	43.8	0.0	1.381	5.517	0.290	3.735	5.513	1.564	8.599	0.279	3.794	5.517	1.566	0.296	3.719	5.535	1.576	7.352	8.547	0.281	3.779	5.511	4.199	4.343	5.632	-0.004	-0.053	-0.048	0.055	0.166	-0.128	-0.108	-0.144	-0.003	-0.146	0.071	1.025	0.916	1.837	1.097	1.232	1.137	1.766	3.884	3.879	3.967	2.008	2.007	1.916	2.011	1.902	0.000	0.000	0.000	108.949	11.000	0.611	1.194	0.936	0.240	4.038	7.038	1.816	0.525	3.052	5.052	1.343	4.423	1.435	4.069	3.219	5.638	10.157	6.763	3.951	6.363	6.910	9.743	11.361	12.547	14.057	15.344	16.800	18.138	19.567	20.931	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	3.199	5.214	5.593	7.051	9.096	10.081	11.242	12.302	13.432	14.524	15.644	16.749	6.813	8.114	9.457	10.832	12.231	4.038	4.038	0.000	3.052	4.423	4.069	0.425	0.850	0.997	1.005	3.942	1.315	1.657	1.313	2.365	4.298	1.410	2.651	3.716	4.924	0.244	0.096	-0.466	0.167	0.167	0.167	0.167	0.381	0.389	0.074	0.102	0.097	0.094	0.096	0.362	0.310	0.363	0.400	0.122	0.118	0.101	2.893	0.409	0.500	0.535	0.940	1.499	0.429	0.033	0.035	0.361	0.020	0.058	0.033	0.020	5.021	0.346	2	0	0	0	0	0	0	2	0	10	1	0	0	0	0	3.000	diallylphthalate.mol2	-0.77	1.35
40	*****	0	53.8	0.0	1.416	5.460	0.271	3.735	5.460	1.660	8.598	0.271	3.735	5.460	1.660	0.271	3.735	5.460	1.660	7.366	8.598	0.271	3.735	5.460	3.919	4.141	4.865	-0.108	0.032	-0.108	-0.060	-0.108	0.032	-0.060	0.032	-0.108	-0.060	-0.122	1.116	1.003	1.116	1.003	0.860	1.003	1.268	3.938	3.946	4.013	2.086	2.058	1.980	2.042	1.957	0.000	0.000	0.000	120.086	13.500	0.964	1.500	0.849	0.214	3.884	6.884	2.081	0.000	2.962	4.962	1.455	4.317	1.476	3.962	2.944	5.352	9.795	6.438	3.689	6.448	6.678	9.496	11.310	12.249	13.879	14.975	16.495	17.688	19.141	20.396	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.944	5.142	5.352	6.942	8.914	9.795	10.979	11.968	13.095	14.135	15.237	16.301	6.702	8.001	9.336	10.698	12.081	3.884	3.884	0.000	2.962	4.317	3.962	0.434	0.868	1.029	1.023	4.080	1.204	1.237	1.236	2.210	3.877	1.364	2.535	3.666	4.844	-0.305	0.152	-0.536	0.198	0.198	0.198	0.198	0.528	0.541	0.083	0.108	0.127	0.138	0.152	0.405	0.324	0.487	0.502	0.159	0.183	0.199	3.025	0.409	0.684	0.691	0.972	1.144	0.372	0.040	0.029	0.408	0.029	0.071	0.040	0.029	2.788	0.143	2	1	0	1	0	0	0	1	0	0	1	0	0	0	0	3.000	ethylene,diphenyl.mol2	-0.74	0.23
41	*****	4	33.3	66.7	1.409	5.287	0.295	3.445	4.834	1.149	7.474	0.285	3.500	4.842	1.171	0.287	3.492	4.840	1.167	6.345	7.566	0.291	3.464	4.836	0.000	0.000	0.000	-0.500	-0.400	-0.500	0.500	-0.500	-0.400	0.500	-0.400	-0.500	0.500	-0.500	0.000	0.000	0.000	0.000	1.500	0.000	0.000	3.445	3.492	3.464	1.022	1.389	1.341	1.348	1.372	156.595	156.595	0.000	0.000	1.000	0.167	0.750	0.225	0.259	3.372	5.745	1.749	0.960	1.481	2.561	0.752	4.000	1.440	3.210	2.565	4.615	8.454	5.263	3.219	5.106	5.889	8.420	9.783	10.897	12.185	13.350	14.602	15.792	17.025	18.229	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.072	1.981	1.892	2.576	3.257	3.502	3.985	4.299	4.741	5.091	5.511	5.881	5.609	6.963	8.334	9.712	11.094	3.372	3.372	-1.200	1.481	4.000	3.210	0.195	0.391	1.446	0.681	0.000	13.836	32.964	2.028	3.849	0.000	1.870	3.375	5.018	0.000	0.836	-0.448	0.396	1.000	1.000	1.000	1.000	0.921	0.000	8.027	1.100	0.632	1.096	0.000	1.479	0.835	1.476	0.000	0.802	1.413	0.000	6.042	0.700	1.222	0.000	15.572	0.000	4.522	1.428	1.300	0.000	0.178	0.239	0.251	0.229	0.000	0.000	0	0	2	0	0	2	0	2	4	0	0	1	1	2	4	1.000	ethylene,terrachloro.mol2	-2.60	-2.36
42	*****	3	33.3	50.0	1.312	4.992	0.309	3.275	4.496	1.211	7.151	0.300	3.327	4.505	1.228	0.301	3.319	4.503	1.225	6.067	7.242	0.306	3.292	4.498	0.000	0.000	0.000	-0.249	-0.013	-0.178	-0.466	-0.289	-0.001	-0.499	-0.376	-0.480	0.440	-0.212	0.000	1.610	0.000	1.664	1.440	0.101	0.000	3.398	3.441	3.468	1.305	1.473	1.365	1.431	1.368	90.068	117.446	0.000	0.000	1.000	0.200	0.750	0.243	0.159	2.856	5.033	1.589	0.600	1.255	2.239	0.692	3.618	1.250	2.821	1.946	3.714	6.940	4.290	2.565	4.511	4.949	7.183	8.503	9.353	10.558	11.491	12.630	13.612	14.713	15.723	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.673	1.491	1.156	1.761	2.083	2.059	2.445	2.509	2.836	2.960	3.249	3.411	5.170	6.439	7.719	9.003	10.288	2.856	2.856	0.000	1.255	3.618	2.821	0.267	0.534	1.337	0.737	0.000	8.383	16.963	1.780	3.289	0.000	1.720	3.172	4.799	0.000	0.226	-0.085	0.309	0.279	0.279	0.279	0.279	0.892	0.000	4.565	0.992	0.486	0.719	0.000	1.428	0.777	1.273	0.000	0.631	0.966	0.000	4.661	0.723	1.207	0.000	10.228	0.000	2.443	1.611	1.395	0.000	0.191	0.256	0.284	0.246	0.000	0.000	0	0	1	0	1	1	1	1	3	0	0	1	1	1	2	1.000	ethylene,trichloro.mol2	-2.60	-2.36
43	*****	0	33.3	0.0	1.000	3.028	0.398	2.514	3.028	1.514	5.536	0.398	2.514	3.028	1.514	0.398	2.514	3.028	1.514	4.619	5.536	0.398	2.514	3.028	0.000	0.000	0.000	-0.500	-0.400	-0.500	0.500	-0.500	-0.400	0.500	-0.400	-0.500	0.500	-0.500	0.000	0.000	0.000	0.000	1.500	0.000	0.000	3.232	3.258	3.482	1.740	1.667	1.432	1.621	1.357	0.000	0.000	0.000	0.000	1.000	0.500	0.750	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.833	3.497	4.174	4.860	5.549	0.000	0.000	0.000	0.000	2.000	1.000	0.456	0.912	1.030	0.939	0.000	0.123	0.020	1.085	1.876	0.000	1.316	2.604	4.037	0.000	-0.040	-0.030	0.025	1.000	1.000	1.000	1.000	0.875	0.000	0.006	0.069	0.062	0.061	0.000	0.785	0.502	0.776	0.000	0.109	0.127	0.000	0.708	0.784	1.276	0.000	0.875	0.000	0.005	0.007	0.001	0.000	0.013	0.169	0.036	0.028	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000	ethylene.mol2	-1.57	-1.23
44	*****	0	33.3	0.0	1.348	4.898	0.315	3.380	4.893	1.387	7.850	0.298	3.533	4.898	1.391	0.325	3.332	4.927	1.411	6.608	7.736	0.301	3.499	4.888	3.534	3.649	4.997	0.115	-0.159	-0.038	0.292	0.172	-0.321	0.268	-0.350	-0.132	0.235	0.196	1.343	0.619	1.582	0.613	1.690	0.650	1.995	3.581	3.555	3.753	1.832	1.840	1.638	1.861	1.623	0.000	0.000	0.000	83.625	4.500	0.375	0.958	0.658	0.187	3.147	5.611	1.601	0.609	2.399	4.245	1.252	3.854	1.383	3.449	2.565	4.615	8.340	5.380	3.219	5.398	5.771	8.137	9.557	10.439	11.740	12.720	13.955	14.995	16.193	17.270	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	2.527	4.348	4.492	5.827	7.415	8.058	9.058	9.791	10.732	11.517	12.426	13.243	6.116	7.362	8.637	9.929	11.233	3.147	3.147	0.000	2.399	3.854	3.449	0.438	0.876	1.026	0.938	3.899	1.055	1.180	1.307	2.298	4.292	1.415	2.683	3.795	4.780	0.209	0.064	-0.018	0.283	0.300	0.300	0.300	0.674	0.251	0.044	0.082	0.078	0.076	0.070	0.554	0.493	0.630	0.303	0.118	0.116	0.063	1.904	0.727	0.969	0.347	1.132	1.729	0.214	0.047	0.047	0.201	0.025	0.087	0.025	0.016	4.187	0.503	4	0	0	0	0	0	0	2	0	4	1	0	0	0	0	2.000	Fumarate,diethyl.mol2	-4.05	0.56
45	*****	0	33.3	0.0	1.410	4.936	0.302	3.399	4.931	1.316	8.059	0.288	3.553	4.936	1.321	0.310	3.349	4.964	1.352	6.826	7.962	0.291	3.519	4.926	4.028	4.263	5.263	0.219	-0.130	0.010	0.011	0.252	-0.254	0.105	-0.277	-0.161	0.112	0.261	0.799	0.904	1.013	0.816	1.652	0.826	1.246	3.608	3.585	3.791	1.902	1.887	1.676	1.896	1.652	0.000	0.000	0.000	83.625	4.500	0.321	0.893	0.631	0.316	3.167	5.633	1.648	0.515	2.443	4.292	1.344	3.886	1.479	3.521	3.219	5.198	8.920	5.889	3.611	5.565	5.994	8.288	9.671	10.566	11.850	12.843	14.070	15.121	16.315	17.402	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	3.096	4.663	4.950	6.142	7.730	8.419	9.382	10.149	11.074	11.886	12.791	13.630	6.382	7.629	8.896	10.177	11.468	3.167	3.167	0.000	2.443	3.886	3.521	0.430	0.859	0.997	0.965	3.722	1.047	1.001	1.294	2.256	3.809	1.422	2.675	3.824	4.761	0.184	0.036	0.157	1.000	1.000	1.000	1.000	0.466	0.571	0.047	0.078	0.084	0.092	0.087	0.380	0.419	0.451	0.543	0.115	0.125	0.113	2.219	0.614	0.625	0.807	0.971	1.414	0.262	0.039	0.031	0.286	0.016	0.050	0.039	0.017	4.298	0.462	4	0	0	0	0	0	0	2	0	4	1	0	0	0	0	2.000	Fumarate,diisopropyl.mol2	-4.31	0.17
46	*****	4	42.9	28.6	1.419	5.610	0.287	3.603	5.171	1.342	8.069	0.281	3.635	5.178	1.358	0.282	3.629	5.176	1.356	6.906	8.120	0.285	3.614	5.173	2.954	3.034	4.575	0.169	-0.021	0.095	0.339	0.122	-0.008	0.401	-0.097	-0.261	-0.012	0.029	0.820	0.647	0.833	0.598	1.131	0.928	0.703	3.688	3.711	3.753	1.809	1.802	1.699	1.775	1.685	78.297	156.595	0.000	45.536	4.500	0.450	1.000	0.509	0.256	3.710	6.359	1.807	0.267	2.206	3.984	1.024	4.264	1.461	3.662	2.944	5.198	9.434	6.071	3.611	5.753	6.431	9.122	10.614	11.773	13.172	14.408	15.762	17.037	18.369	19.662	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.911	3.731	3.626	5.072	6.525	6.976	8.033	8.608	9.570	10.222	11.124	11.825	6.240	7.587	8.962	10.355	11.761	3.710	3.710	0.000	2.206	4.264	3.662	0.332	0.663	1.157	0.844	4.086	4.701	8.339	1.537	2.727	4.660	1.565	2.826	4.074	4.953	-0.146	0.667	0.089	0.259	0.208	0.259	0.259	0.371	0.298	1.961	0.366	0.179	0.316	0.237	0.567	0.279	0.503	0.395	0.222	0.406	0.304	3.473	0.282	0.493	0.391	4.072	3.020	2.215	0.840	0.749	0.336	0.102	0.138	0.148	0.132	3.939	1.437	6	0	1	0	0	1	0	3	4	0	1	1	1	1	3	2.000	Hexatriene,tetrachloro.mol2	-2.39	0.86
47	*****	0	33.3	0.0	1.423	4.996	0.296	3.445	4.991	1.360	7.820	0.275	3.563	4.996	1.367	0.308	3.410	5.023	1.407	6.535	7.720	0.279	3.535	4.986	3.367	3.548	5.016	0.196	0.050	-0.062	-0.444	0.349	0.084	-0.390	0.070	-0.098	-0.374	0.311	1.123	1.370	1.336	1.406	1.202	1.399	1.279	3.616	3.604	3.766	1.839	1.847	1.684	1.861	1.663	0.000	0.000	0.000	45.007	4.500	0.500	1.056	0.753	0.391	3.327	5.327	1.837	1.019	2.683	4.511	1.425	4.026	1.493	3.694	2.944	5.017	8.959	5.746	3.611	5.361	6.133	8.531	9.781	10.905	12.116	13.282	14.481	15.665	16.862	18.055	2.243	4.213	6.050	7.838	9.604	11.361	13.113	2.919	4.478	4.988	6.199	8.045	8.926	9.950	10.885	11.887	12.848	13.841	14.815	6.118	7.422	8.744	10.078	11.422	3.327	3.327	0.000	2.683	4.026	3.694	0.447	0.894	0.990	0.969	3.581	1.606	1.523	1.372	2.478	4.050	1.441	2.680	3.791	4.816	-0.002	-0.015	-0.194	0.204	0.250	0.228	0.250	0.733	1.162	0.255	0.263	0.178	0.242	0.303	1.007	0.565	0.857	1.336	0.139	0.226	0.273	2.236	0.598	0.975	1.617	5.222	7.219	0.502	0.244	0.093	0.405	0.050	0.137	0.054	0.037	8.786	1.209	3	1	0	1	0	0	0	3	0	6	1	0	0	0	0	2.000	iitaconicacid.mol2	-2.50	0.54
48	*****	0	41.7	0.0	1.460	5.015	0.283	3.534	4.983	1.474	7.823	0.267	3.680	5.014	1.478	0.291	3.489	5.030	1.510	6.525	7.727	0.269	3.647	4.996	2.834	3.029	4.730	0.284	-0.075	0.051	-0.499	0.368	-0.184	-0.518	-0.201	-0.007	-0.512	0.153	1.414	1.350	1.371	1.388	1.259	1.389	1.267	3.687	3.665	3.836	1.792	1.769	1.619	1.759	1.589	0.000	0.000	0.000	51.289	4.500	0.562	1.187	0.681	0.429	3.473	5.473	1.888	1.052	2.801	4.616	1.470	4.167	1.526	3.853	2.944	5.198	9.485	5.984	3.611	5.476	6.236	8.746	10.057	11.230	12.493	13.711	14.960	16.194	17.439	18.680	2.243	4.356	6.350	8.284	10.186	12.071	13.946	2.919	4.584	5.108	6.378	8.324	9.272	10.336	11.333	12.376	13.392	14.427	15.452	6.182	7.508	8.857	10.223	11.601	3.473	3.473	0.000	2.801	4.167	3.853	0.412	0.823	1.098	0.962	3.943	1.773	1.792	1.392	2.514	4.574	1.438	2.673	3.944	5.517	0.031	0.049	-0.107	0.218	0.218	0.251	0.314	1.141	1.546	0.315	0.227	0.190	0.335	0.268	1.300	0.836	1.316	1.736	0.202	0.331	0.273	2.107	1.111	1.524	2.235	6.380	11.047	0.501	0.190	0.093	0.211	0.050	0.194	0.051	0.036	8.040	3.436	3	1	0	1	0	0	0	3	0	4	1	0	0	0	0	2.000	iitaconicanhydride.mol2	-2.51	0.83
